label_a,label_b,f1_a,f1_b,delta_f1,p_value_raw,p_value_adj,significant,source_file
"pro-high-image N=5 N=5, 3-of-5","flash-min-image N=5 N=5, 4-of-5",0.821192,0.724426,0.096766,0.0,0.0,yes,results/pairwise/leaderboard-30m/group_8/leaderboard-distinguishability-pro-high-image-n-5-n-5-3-of-5-vs-flash-min-image-n-5-n-5-4-of-5.json
"pro-high-image N=5 N=5, 3-of-5","flash-min-text-t07 N=10 N=10, 10-of-10",0.821192,0.641206,0.179986,0.0,0.0,yes,results/pairwise/leaderboard-30m/group_8/leaderboard-distinguishability-pro-high-image-n-5-n-5-3-of-5-vs-flash-min-text-t07-n-10-n-10-10-of-10.json
"pro-high-image N=5 N=5, 3-of-5","flash-min-text-t07 N=30 N=30, 29-of-30",0.821192,0.66943,0.151762,0.0,0.0,yes,results/pairwise/leaderboard-30m/group_8/leaderboard-distinguishability-pro-high-image-n-5-n-5-3-of-5-vs-flash-min-text-t07-n-30-n-30-29-of-30.json
"pro-high-image N=5 N=5, 3-of-5","flash-min-text-t07 N=5 N=5, 5-of-5",0.821192,0.647059,0.174133,0.0,0.0,yes,results/pairwise/leaderboard-30m/group_8/leaderboard-distinguishability-pro-high-image-n-5-n-5-3-of-5-vs-flash-min-text-t07-n-5-n-5-5-of-5.json
"pro-high-image N=5 N=5, 3-of-5",image-baseline--flash-min-vf (t=0.2),0.821192,0.782241,0.038951,0.0497,0.062395,no,results/pairwise/leaderboard-30m/group_8/leaderboard-distinguishability-pro-high-image-n-5-n-5-3-of-5-vs-image-baseline-flash-min-vf-t-0-2.json
"pro-high-image N=5 N=5, 3-of-5","single-pass-t0 N=10 N=10, 10-of-10",0.821192,0.562641,0.258551,0.0,0.0,yes,results/pairwise/leaderboard-30m/group_8/leaderboard-distinguishability-pro-high-image-n-5-n-5-3-of-5-vs-single-pass-t0-n-10-n-10-10-of-10.json
"pro-high-image N=5 N=5, 3-of-5","single-pass-t0 N=5 N=5, 5-of-5",0.821192,0.554113,0.267079,0.0,0.0,yes,results/pairwise/leaderboard-30m/group_8/leaderboard-distinguishability-pro-high-image-n-5-n-5-3-of-5-vs-single-pass-t0-n-5-n-5-5-of-5.json
"pro-high-text N=5 N=5, 3-of-5","flash-high-image N=10 N=10, 6-of-10",0.855362,0.811594,0.043767,0.0354,0.045684,yes,results/pairwise/leaderboard-30m/group_8/leaderboard-distinguishability-pro-high-text-n-5-n-5-3-of-5-vs-flash-high-image-n-10-n-10-6-of-10.json
"pro-high-text N=5 N=5, 3-of-5","flash-high-image N=5 N=5, 3-of-5",0.855362,0.79915,0.056212,0.0079,0.010993,yes,results/pairwise/leaderboard-30m/group_8/leaderboard-distinguishability-pro-high-text-n-5-n-5-3-of-5-vs-flash-high-image-n-5-n-5-3-of-5.json
"pro-high-text N=5 N=5, 3-of-5",flash-high-image-3-of-5--flash-min-vf (t=0.15),0.855362,0.851064,0.004298,0.8537,0.857412,no,results/pairwise/leaderboard-30m/group_8/leaderboard-distinguishability-pro-high-text-n-5-n-5-3-of-5-vs-flash-high-image-3-of-5-flash-min-vf-t-0-15.json
"pro-high-text N=5 N=5, 3-of-5","flash-high-text N=10 N=10, 9-of-10",0.855362,0.810624,0.044738,0.0203,0.026796,yes,results/pairwise/leaderboard-30m/group_8/leaderboard-distinguishability-pro-high-text-n-5-n-5-3-of-5-vs-flash-high-text-n-10-n-10-9-of-10.json
"pro-high-text N=5 N=5, 3-of-5","flash-high-text N=30 N=30, 26-of-30",0.855362,0.825882,0.029479,0.0968,0.11894,no,results/pairwise/leaderboard-30m/group_8/leaderboard-distinguishability-pro-high-text-n-5-n-5-3-of-5-vs-flash-high-text-n-30-n-30-26-of-30.json
"pro-high-text N=5 N=5, 3-of-5","flash-high-text N=5 N=5, 5-of-5",0.855362,0.788235,0.067126,0.001,0.00153,yes,results/pairwise/leaderboard-30m/group_8/leaderboard-distinguishability-pro-high-text-n-5-n-5-3-of-5-vs-flash-high-text-n-5-n-5-5-of-5.json
"pro-high-text N=5 N=5, 3-of-5","flash-min-image N=10 N=10, 6-of-10",0.855362,0.733202,0.12216,0.0,0.0,yes,results/pairwise/leaderboard-30m/group_8/leaderboard-distinguishability-pro-high-text-n-5-n-5-3-of-5-vs-flash-min-image-n-10-n-10-6-of-10.json
"pro-high-text N=5 N=5, 3-of-5","flash-min-image N=5 N=5, 4-of-5",0.855362,0.724426,0.130936,0.0,0.0,yes,results/pairwise/leaderboard-30m/group_8/leaderboard-distinguishability-pro-high-text-n-5-n-5-3-of-5-vs-flash-min-image-n-5-n-5-4-of-5.json
"pro-high-text N=5 N=5, 3-of-5","flash-min-text-t07 N=10 N=10, 10-of-10",0.855362,0.641206,0.214156,0.0,0.0,yes,results/pairwise/leaderboard-30m/group_8/leaderboard-distinguishability-pro-high-text-n-5-n-5-3-of-5-vs-flash-min-text-t07-n-10-n-10-10-of-10.json
"pro-high-text N=5 N=5, 3-of-5","flash-min-text-t07 N=30 N=30, 29-of-30",0.855362,0.66943,0.185932,0.0,0.0,yes,results/pairwise/leaderboard-30m/group_8/leaderboard-distinguishability-pro-high-text-n-5-n-5-3-of-5-vs-flash-min-text-t07-n-30-n-30-29-of-30.json
"pro-high-text N=5 N=5, 3-of-5","flash-min-text-t07 N=5 N=5, 5-of-5",0.855362,0.647059,0.208303,0.0,0.0,yes,results/pairwise/leaderboard-30m/group_8/leaderboard-distinguishability-pro-high-text-n-5-n-5-3-of-5-vs-flash-min-text-t07-n-5-n-5-5-of-5.json
"pro-high-text N=5 N=5, 3-of-5",image-baseline--flash-min-vf (t=0.2),0.855362,0.782241,0.073121,0.0006,0.000943,yes,results/pairwise/leaderboard-30m/group_8/leaderboard-distinguishability-pro-high-text-n-5-n-5-3-of-5-vs-image-baseline-flash-min-vf-t-0-2.json
"pro-high-text N=5 N=5, 3-of-5","pro-high-image N=5 N=5, 3-of-5",0.855362,0.821192,0.03417,0.0617,0.076627,no,results/pairwise/leaderboard-30m/group_8/leaderboard-distinguishability-pro-high-text-n-5-n-5-3-of-5-vs-pro-high-image-n-5-n-5-3-of-5.json
"pro-high-text N=5 N=5, 3-of-5","single-pass-t0 N=10 N=10, 10-of-10",0.855362,0.562641,0.292721,0.0,0.0,yes,results/pairwise/leaderboard-30m/group_8/leaderboard-distinguishability-pro-high-text-n-5-n-5-3-of-5-vs-single-pass-t0-n-10-n-10-10-of-10.json
"pro-high-text N=5 N=5, 3-of-5","single-pass-t0 N=5 N=5, 5-of-5",0.855362,0.554113,0.301249,0.0,0.0,yes,results/pairwise/leaderboard-30m/group_8/leaderboard-distinguishability-pro-high-text-n-5-n-5-3-of-5-vs-single-pass-t0-n-5-n-5-5-of-5.json
"pro-high-text N=5 N=5, 3-of-5",text-baseline--flash-min-vf (t=0.15),0.855362,0.832036,0.023326,0.2377,0.265259,no,results/pairwise/leaderboard-30m/group_8/leaderboard-distinguishability-pro-high-text-n-5-n-5-3-of-5-vs-text-baseline-flash-min-vf-t-0-15.json
pro-high-text-3-of-5--flash-min-vf (t=0.15),"flash-high-image N=10 N=10, 6-of-10",0.86445,0.811594,0.052856,0.0162,0.021757,yes,results/pairwise/leaderboard-30m/group_8/leaderboard-distinguishability-pro-high-text-3-of-5-flash-min-vf-t-0-15-vs-flash-high-image-n-10-n-10-6-of-10.json
pro-high-text-3-of-5--flash-min-vf (t=0.15),"flash-high-image N=5 N=5, 3-of-5",0.86445,0.79915,0.0653,0.0031,0.004504,yes,results/pairwise/leaderboard-30m/group_8/leaderboard-distinguishability-pro-high-text-3-of-5-flash-min-vf-t-0-15-vs-flash-high-image-n-5-n-5-3-of-5.json
pro-high-text-3-of-5--flash-min-vf (t=0.15),flash-high-image-3-of-5--flash-min-vf (t=0.15),0.86445,0.851064,0.013386,0.5175,0.543375,no,results/pairwise/leaderboard-30m/group_8/leaderboard-distinguishability-pro-high-text-3-of-5-flash-min-vf-t-0-15-vs-flash-high-image-3-of-5-flash-min-vf-t-0-15.json
pro-high-text-3-of-5--flash-min-vf (t=0.15),"flash-high-text N=10 N=10, 9-of-10",0.86445,0.810624,0.053827,0.0056,0.007888,yes,results/pairwise/leaderboard-30m/group_8/leaderboard-distinguishability-pro-high-text-3-of-5-flash-min-vf-t-0-15-vs-flash-high-text-n-10-n-10-9-of-10.json
pro-high-text-3-of-5--flash-min-vf (t=0.15),"flash-high-text N=30 N=30, 26-of-30",0.86445,0.825882,0.038568,0.0315,0.04111,yes,results/pairwise/leaderboard-30m/group_8/leaderboard-distinguishability-pro-high-text-3-of-5-flash-min-vf-t-0-15-vs-flash-high-text-n-30-n-30-26-of-30.json
pro-high-text-3-of-5--flash-min-vf (t=0.15),"flash-high-text N=5 N=5, 5-of-5",0.86445,0.788235,0.076215,0.0002,0.000332,yes,results/pairwise/leaderboard-30m/group_8/leaderboard-distinguishability-pro-high-text-3-of-5-flash-min-vf-t-0-15-vs-flash-high-text-n-5-n-5-5-of-5.json
pro-high-text-3-of-5--flash-min-vf (t=0.15),"flash-min-image N=10 N=10, 6-of-10",0.86445,0.733202,0.131249,0.0,0.0,yes,results/pairwise/leaderboard-30m/group_8/leaderboard-distinguishability-pro-high-text-3-of-5-flash-min-vf-t-0-15-vs-flash-min-image-n-10-n-10-6-of-10.json
pro-high-text-3-of-5--flash-min-vf (t=0.15),"flash-min-image N=5 N=5, 4-of-5",0.86445,0.724426,0.140024,0.0,0.0,yes,results/pairwise/leaderboard-30m/group_8/leaderboard-distinguishability-pro-high-text-3-of-5-flash-min-vf-t-0-15-vs-flash-min-image-n-5-n-5-4-of-5.json
pro-high-text-3-of-5--flash-min-vf (t=0.15),"flash-min-text-t07 N=10 N=10, 10-of-10",0.86445,0.641206,0.223244,0.0,0.0,yes,results/pairwise/leaderboard-30m/group_8/leaderboard-distinguishability-pro-high-text-3-of-5-flash-min-vf-t-0-15-vs-flash-min-text-t07-n-10-n-10-10-of-10.json
pro-high-text-3-of-5--flash-min-vf (t=0.15),"flash-min-text-t07 N=30 N=30, 29-of-30",0.86445,0.66943,0.19502,0.0,0.0,yes,results/pairwise/leaderboard-30m/group_8/leaderboard-distinguishability-pro-high-text-3-of-5-flash-min-vf-t-0-15-vs-flash-min-text-t07-n-30-n-30-29-of-30.json
pro-high-text-3-of-5--flash-min-vf (t=0.15),"flash-min-text-t07 N=5 N=5, 5-of-5",0.86445,0.647059,0.217391,0.0,0.0,yes,results/pairwise/leaderboard-30m/group_8/leaderboard-distinguishability-pro-high-text-3-of-5-flash-min-vf-t-0-15-vs-flash-min-text-t07-n-5-n-5-5-of-5.json
pro-high-text-3-of-5--flash-min-vf (t=0.15),image-baseline--flash-min-vf (t=0.2),0.86445,0.782241,0.082209,0.0001,0.000169,yes,results/pairwise/leaderboard-30m/group_8/leaderboard-distinguishability-pro-high-text-3-of-5-flash-min-vf-t-0-15-vs-image-baseline-flash-min-vf-t-0-2.json
pro-high-text-3-of-5--flash-min-vf (t=0.15),"pro-high-image N=5 N=5, 3-of-5",0.86445,0.821192,0.043258,0.02,0.026552,yes,results/pairwise/leaderboard-30m/group_8/leaderboard-distinguishability-pro-high-text-3-of-5-flash-min-vf-t-0-15-vs-pro-high-image-n-5-n-5-3-of-5.json
pro-high-text-3-of-5--flash-min-vf (t=0.15),"pro-high-text N=5 N=5, 3-of-5",0.86445,0.855362,0.009089,0.2174,0.244973,no,results/pairwise/leaderboard-30m/group_8/leaderboard-distinguishability-pro-high-text-3-of-5-flash-min-vf-t-0-15-vs-pro-high-text-n-5-n-5-3-of-5.json
pro-high-text-3-of-5--flash-min-vf (t=0.15),"single-pass-t0 N=10 N=10, 10-of-10",0.86445,0.562641,0.301809,0.0,0.0,yes,results/pairwise/leaderboard-30m/group_8/leaderboard-distinguishability-pro-high-text-3-of-5-flash-min-vf-t-0-15-vs-single-pass-t0-n-10-n-10-10-of-10.json
pro-high-text-3-of-5--flash-min-vf (t=0.15),"single-pass-t0 N=5 N=5, 5-of-5",0.86445,0.554113,0.310338,0.0,0.0,yes,results/pairwise/leaderboard-30m/group_8/leaderboard-distinguishability-pro-high-text-3-of-5-flash-min-vf-t-0-15-vs-single-pass-t0-n-5-n-5-5-of-5.json
pro-high-text-3-of-5--flash-min-vf (t=0.15),text-baseline--flash-min-vf (t=0.15),0.86445,0.832036,0.032415,0.0975,0.119167,no,results/pairwise/leaderboard-30m/group_8/leaderboard-distinguishability-pro-high-text-3-of-5-flash-min-vf-t-0-15-vs-text-baseline-flash-min-vf-t-0-15.json
"single-pass-t0 N=10 N=10, 10-of-10","single-pass-t0 N=5 N=5, 5-of-5",0.562641,0.554113,0.008528,0.2392,0.26565,no,results/pairwise/leaderboard-30m/group_8/leaderboard-distinguishability-single-pass-t0-n-10-n-10-10-of-10-vs-single-pass-t0-n-5-n-5-5-of-5.json
text-baseline--flash-min-vf (t=0.15),"flash-high-image N=10 N=10, 6-of-10",0.832036,0.811594,0.020441,0.3078,0.335386,no,results/pairwise/leaderboard-30m/group_8/leaderboard-distinguishability-text-baseline-flash-min-vf-t-0-15-vs-flash-high-image-n-10-n-10-6-of-10.json
text-baseline--flash-min-vf (t=0.15),"flash-high-image N=5 N=5, 3-of-5",0.832036,0.79915,0.032886,0.1006,0.12191,no,results/pairwise/leaderboard-30m/group_8/leaderboard-distinguishability-text-baseline-flash-min-vf-t-0-15-vs-flash-high-image-n-5-n-5-3-of-5.json
text-baseline--flash-min-vf (t=0.15),"flash-high-text N=10 N=10, 9-of-10",0.832036,0.810624,0.021412,0.2686,0.29546,no,results/pairwise/leaderboard-30m/group_8/leaderboard-distinguishability-text-baseline-flash-min-vf-t-0-15-vs-flash-high-text-n-10-n-10-9-of-10.json
text-baseline--flash-min-vf (t=0.15),"flash-high-text N=30 N=30, 26-of-30",0.832036,0.825882,0.006153,0.7378,0.754123,no,results/pairwise/leaderboard-30m/group_8/leaderboard-distinguishability-text-baseline-flash-min-vf-t-0-15-vs-flash-high-text-n-30-n-30-26-of-30.json
text-baseline--flash-min-vf (t=0.15),"flash-high-text N=5 N=5, 5-of-5",0.832036,0.788235,0.0438,0.0371,0.047349,yes,results/pairwise/leaderboard-30m/group_8/leaderboard-distinguishability-text-baseline-flash-min-vf-t-0-15-vs-flash-high-text-n-5-n-5-5-of-5.json
text-baseline--flash-min-vf (t=0.15),"flash-min-image N=10 N=10, 6-of-10",0.832036,0.733202,0.098834,0.0,0.0,yes,results/pairwise/leaderboard-30m/group_8/leaderboard-distinguishability-text-baseline-flash-min-vf-t-0-15-vs-flash-min-image-n-10-n-10-6-of-10.json
text-baseline--flash-min-vf (t=0.15),"flash-min-image N=5 N=5, 4-of-5",0.832036,0.724426,0.10761,0.0,0.0,yes,results/pairwise/leaderboard-30m/group_8/leaderboard-distinguishability-text-baseline-flash-min-vf-t-0-15-vs-flash-min-image-n-5-n-5-4-of-5.json
text-baseline--flash-min-vf (t=0.15),"flash-min-text-t07 N=10 N=10, 10-of-10",0.832036,0.641206,0.19083,0.0,0.0,yes,results/pairwise/leaderboard-30m/group_8/leaderboard-distinguishability-text-baseline-flash-min-vf-t-0-15-vs-flash-min-text-t07-n-10-n-10-10-of-10.json
text-baseline--flash-min-vf (t=0.15),"flash-min-text-t07 N=30 N=30, 29-of-30",0.832036,0.66943,0.162606,0.0,0.0,yes,results/pairwise/leaderboard-30m/group_8/leaderboard-distinguishability-text-baseline-flash-min-vf-t-0-15-vs-flash-min-text-t07-n-30-n-30-29-of-30.json
text-baseline--flash-min-vf (t=0.15),"flash-min-text-t07 N=5 N=5, 5-of-5",0.832036,0.647059,0.184977,0.0,0.0,yes,results/pairwise/leaderboard-30m/group_8/leaderboard-distinguishability-text-baseline-flash-min-vf-t-0-15-vs-flash-min-text-t07-n-5-n-5-5-of-5.json
text-baseline--flash-min-vf (t=0.15),image-baseline--flash-min-vf (t=0.2),0.832036,0.782241,0.049795,0.0063,0.00882,yes,results/pairwise/leaderboard-30m/group_8/leaderboard-distinguishability-text-baseline-flash-min-vf-t-0-15-vs-image-baseline-flash-min-vf-t-0-2.json
text-baseline--flash-min-vf (t=0.15),"pro-high-image N=5 N=5, 3-of-5",0.832036,0.821192,0.010844,0.5691,0.592172,no,results/pairwise/leaderboard-30m/group_8/leaderboard-distinguishability-text-baseline-flash-min-vf-t-0-15-vs-pro-high-image-n-5-n-5-3-of-5.json
text-baseline--flash-min-vf (t=0.15),"single-pass-t0 N=10 N=10, 10-of-10",0.832036,0.562641,0.269395,0.0,0.0,yes,results/pairwise/leaderboard-30m/group_8/leaderboard-distinguishability-text-baseline-flash-min-vf-t-0-15-vs-single-pass-t0-n-10-n-10-10-of-10.json
text-baseline--flash-min-vf (t=0.15),"single-pass-t0 N=5 N=5, 5-of-5",0.832036,0.554113,0.277923,0.0,0.0,yes,results/pairwise/leaderboard-30m/group_8/leaderboard-distinguishability-text-baseline-flash-min-vf-t-0-15-vs-single-pass-t0-n-5-n-5-5-of-5.json
