order_index,tile_name,map_name,tier,minx,miny,maxx,maxy,px_m
367,K-35-063-1_Granit_4326_x3024_y336.png,K-35-063-1_Granit_4326,10pct,349494.61298767035,4685506.817178508,351434.6413300673,4687446.845520905,5.052157141658729
368,K-35-053-1_x2352_y1008.png,K-35-053-1,10pct,429469.965427658,4717277.016217809,431391.0113742862,4719198.062164437,5.002723819344283
369,K-35-066-3_x1680_y3696.png,K-35-066-3,10pct,466902.4793101398,4647858.914699165,468831.788398438,4649788.223787463,5.024242417443323
370,K-35-066-1_x3024_y2352.png,K-35-066-1,10pct,473741.3861589356,4673137.265525284,475667.91326034226,4675063.792626691,5.016997659913159
371,K-35-077-4_x0_y3360.png,K-35-077-4,10pct,437433.8125612012,4612633.321297462,439368.7095971886,4614568.218333449,5.038794364550388
372,K-35-077-4_x2016_y2016.png,K-35-077-4,10pct,447592.02200013463,4619405.460923418,449526.919036122,4621340.3579594055,5.038794364550388
373,K-35-067-4_x2688_y3360.png,K-35-067-4,10pct,534005.1519274105,4649573.602506178,535934.4564357987,4651502.9070145665,5.024230490594164
374,K-35-051-3_x3696_y672.png,K-35-051-3,10pct,353619.00583013485,4701895.517074066,355543.28723773663,4703819.798481668,5.011149498962975
375,K-35-053-4_Boyadzhik_x336_y3696.png,K-35-053-4_Boyadzhik,10pct,439765.48172749276,4685081.4875155,441689.26138472086,4687005.267172728,5.009842857364826
376,K-35-076-4_x0_y3696.png,K-35-076-4,10pct,395808.2751976145,4611422.097933555,397743.31663516595,4613357.139371106,5.039170410290201
377,K-35-055-2_x336_y336.png,K-35-055-2,10pct,522017.6085292283,4720301.960227952,523938.55005378334,4722222.901752507,5.002451886862066
378,K-35-064-3_Dimitrovgrad_4326_x336_y2352.png,K-35-064-3_Dimitrovgrad_4326,10pct,377006.5303011782,4655849.082892645,378945.5469118251,4657788.099503292,5.049522423559513
379,K-35-067-1_x1344_y2016.png,K-35-067-1,10pct,506613.860758518,4674758.9957952,508540.34493995947,4676685.479976641,5.016885889170529
380,K-35-075-3_x336_y672.png,K-35-075-3,10pct,335061.6005352176,4627837.932181174,336997.0129655363,4629773.344611493,5.040136537288315
381,K-35-055-2_x2688_y0.png,K-35-055-2,10pct,533783.375367128,4721982.784061938,535704.3168916831,4723903.725586493,5.002451886862218
382,K-35-075-3_x4032_y3024.png,K-35-075-3,10pct,353689.9451770351,4615983.531045472,355625.3576073538,4617918.943475791,5.040136537288315
383,K-35-067-2_x336_y2016.png,K-35-067-2,10pct,522131.49315361475,4674849.487911369,524058.0156697871,4676776.010427541,5.016985719198904
384,K-35-066-3_x1680_y672.png,K-35-066-3,10pct,466902.4793101398,4663052.223769514,468831.788398438,4664981.532857812,5.024242417443323
385,K-35-064-3_Dimitrovgrad_4326_x3360_y336.png,K-35-064-3_Dimitrovgrad_4326,10pct,392276.28611002205,4666028.920098541,394215.3027206689,4667967.936709188,5.049522423559513
386,K-35-067-4_x672_y3360.png,K-35-067-4,10pct,523876.303258373,4649573.602506178,525805.6077667611,4651502.9070145665,5.024230490594012
387,K-35-074-3_x4032_y2016.png,K-35-074-3,10pct,312065.05279845814,4622149.874206425,314000.8155097604,4624085.636917727,5.041048727349637
388,K-35-067-1_x336_y3024.png,K-35-067-1,10pct,501556.8397822341,4669701.974818916,503483.3239636756,4671628.459000357,5.016885889170529
389,K-35-054-4_Voynika_x0_y2688.png,K-35-054-4_Voynika,10pct,479274.8856006111,4689889.667335803,481198.6048234318,4691813.386558623,5.0096854760956075
390,K-35-053-4_Boyadzhik_x2016_y2688.png,K-35-053-4_Boyadzhik,10pct,448182.0177278658,4690131.409115723,450105.7973850939,4692055.188772951,5.009842857364826
391,K-35-077-4_x0_y2016.png,K-35-077-4,10pct,437433.8125612012,4619405.460923418,439368.7095971886,4621340.3579594055,5.038794364550388
392,K-35-074-2_x1008_y3696.png,K-35-074-2,10pct,318111.7966291981,4631644.431123846,320044.5987216914,4633577.23321634,5.033338782534581
393,K-35-055-1_x1344_y2352.png,K-35-055-1,10pct,506594.37557040266,4710126.361574783,508515.2935456264,4712047.279550007,5.002390560478489
394,K-35-065-1_Radetski_4326_x0_y3024.png,K-35-065-1_Radetski_4326,10pct,417047.9110133175,4670288.970309732,418980.61477505567,4672221.674071469,5.0330827128597475
395,K-35-066-1_x336_y672.png,K-35-066-1,10pct,460255.6964490889,4681565.821593938,462182.2235504956,4683492.348695345,5.016997659913159
396,K-35-075-1_x2016_y3024.png,K-35-075-1,10pct,343944.77054538374,4634514.189465758,345877.408888236,4636446.82780861,5.032912351177704
397,K-35-042-3_x336_y2688.png,K-35-042-3,10pct,460575.1607873903,4727039.650913628,462493.30805273104,4728957.798178969,4.995175170158139
398,K-35-055-2_x1008_y336.png,K-35-055-2,10pct,525379.2561971997,4720301.960227952,527300.1977217548,4722222.901752507,5.002451886862218
399,K-35-074-3_x4032_y1680.png,K-35-074-3,10pct,312065.05279845814,4623843.666578814,314000.8155097604,4625779.429290117,5.041048727349637
400,K-35-055-2_x1008_y3696.png,K-35-055-2,10pct,525379.2561971997,4703493.721888095,527300.1977217548,4705414.66341265,5.002451886862218
401,K-35-077-2_x672_y2352.png,K-35-077-2,10pct,440976.3267407723,4636237.141511653,442908.4531081246,4638169.267879005,5.031579081646669
402,K-35-055-3_x1344_y1344.png,K-35-055-3,10pct,506604.13062914764,4696649.275021179,508527.8345063967,4698572.978898427,5.009645513669511
403,K-35-064-4_Galabovo_4326_x3360_y2352.png,K-35-064-4_Galabovo_4326,10pct,413022.3722002336,4655466.502878198,414959.6431799308,4657403.773857895,5.044976509628062
404,K-35-067-2_x336_y0.png,K-35-067-2,10pct,522131.49315361475,4684963.731121274,524058.0156697871,4686890.253637446,5.016985719198904
405,K-35-063-3_Tatarevo_4326_x3024_y1344.png,K-35-063-3_Tatarevo_4326,10pct,349084.0462893559,4661894.860639602,351026.7693974501,4663837.583747696,5.059174760661942
406,K-35-052-3_x4032_y672.png,K-35-052-3,10pct,396494.3962692916,4701048.187555032,398418.41685635014,4702972.208142091,5.0104702787983415
407,K-35-056-3_x672_y336.png,K-35-056-3,10pct,544299.8105683731,4701940.973269424,546223.5852857167,4703864.747986768,5.009829993082349
408,K-35-077-2_x4032_y1680.png,K-35-077-2,10pct,457882.4324551053,4639618.362654519,459814.5588224576,4641550.489021871,5.031579081646669
409,K-35-074-2_x3024_y1008.png,K-35-074-2,10pct,328259.00761478784,4645174.045771299,330191.8097072811,4647106.847863792,5.033338782534581
410,K-35-074-2_x3024_y3696.png,K-35-074-2,10pct,328259.00761478784,4631644.431123846,330191.8097072811,4633577.23321634,5.033338782534581
411,K-35-075-1_x3696_y2688.png,K-35-075-1,10pct,352400.0632953622,4636205.248015755,354332.70163821446,4638137.886358607,5.032912351177704
412,K-35-076-1_x336_y2016.png,K-35-076-1,10pct,377008.67671239196,4638742.41971583,378941.0489172612,4640674.791920699,5.032219283513617
413,K-35-050-4_x1344_y672.png,K-35-050-4,10pct,321235.7229894721,4702410.051619711,323160.1648726215,4704334.493502861,5.0115674040348495
414,K-35-075-2_x2352_y3696.png,K-35-075-2,10pct,366394.82343222364,4630680.03247235,368327.3184800757,4632612.527520202,5.032539187114708
415,K-35-075-4_x672_y3696.png,K-35-075-4,10pct,357568.5289598795,4612144.818993022,359503.7971378587,4614080.087171001,5.039760880154215
416,K-35-074-4_x1008_y2688.png,K-35-074-4,10pct,317634.92655637476,4618189.480646444,319570.50382903736,4620125.057919106,5.040565814225526
417,K-35-063-4_Skobelevo_4326_x1344_y1680.png,K-35-063-4_Skobelevo_4326,10pct,361340.836358781,4659688.258734326,363281.69459298503,4661629.11696853,5.0543183182397415
418,K-35-065-1_Radetski_4326_x4032_y3696.png,K-35-065-1_Radetski_4326,10pct,437341.300511568,4666906.7387266895,439274.0042733062,4668839.442488427,5.0330827128597475
419,K-35-064-4_Galabovo_4326_x4032_y2688.png,K-35-064-4_Galabovo_4326,10pct,416412.59641470364,4653771.390770963,418349.8673944008,4655708.66175066,5.044976509628062
420,K-35-074-3_x0_y2688.png,K-35-074-3,10pct,291739.54432978434,4618762.289461646,293675.3070410866,4620698.052172949,5.041048727349637
421,K-35-074-1_x1008_y3360.png,K-35-074-1,10pct,297351.6606030731,4633908.494324865,299284.64690276526,4635841.480624557,5.033818488781738
422,K-35-065-4_x2352_y2688.png,K-35-065-4,10pct,449574.20738676545,4653074.247288335,451503.5572555062,4655003.597157076,5.024348616512422
423,K-35-065-4_x1344_y2016.png,K-35-065-4,10pct,444509.663981321,4656450.609558632,446439.01385006175,4658379.959427373,5.024348616512422
424,K-35-067-3_x2016_y2016.png,K-35-067-3,10pct,509999.776858037,4656235.772629366,511929.0356763209,4658165.03144765,5.024111505947682
425,K-35-077-2_x2016_y1344.png,K-35-077-2,10pct,447738.7690265055,4641308.973225952,449670.89539385785,4643241.099593304,5.031579081646669
426,K-35-054-3_Yambol_x1008_y336.png,K-35-054-3_Yambol,10pct,463728.38038102235,4701763.242860815,465652.11980317626,4703686.982282968,5.009738078525818
427,K-35-074-1_x3696_y2688.png,K-35-074-1,10pct,310882.5647009183,4637291.220349327,312815.55100061046,4639224.206649018,5.033818488781738
428,K-35-056-3_x3024_y0.png,K-35-056-3,10pct,556082.9307121029,4703624.2761471,558006.7054294465,4705548.050864444,5.009829993082349
429,K-35-075-4_x4032_y3696.png,K-35-075-4,10pct,374502.1255171974,4612144.818993022,376437.39369517664,4614080.087171001,5.039760880154215
430,K-35-074-3_x1008_y1344.png,K-35-074-3,10pct,296820.9214469528,4625537.458951204,298756.68415825506,4627473.221662506,5.041048727349637
431,K-35-054-4_Voynika_x1680_y2688.png,K-35-054-4_Voynika,10pct,487691.15720045165,4689889.667335803,489614.87642327236,4691813.386558623,5.0096854760956075
432,K-35-077-1_x2016_y672.png,K-35-077-1,10pct,426980.2044888802,4644901.617501971,428912.39235517336,4646833.805368264,5.031739235138502
433,K-35-074-1_x2016_y1008.png,K-35-074-1,10pct,302425.749639765,4645748.03541048,304358.7359394572,4647681.021710171,5.033818488781738
434,K-35-066-4_x2352_y3360.png,K-35-066-4,10pct,490983.37095448875,4649456.529394086,492912.65957040765,4651385.818010005,5.02418910395545
435,K-35-074-1_x672_y3696.png,K-35-074-1,10pct,295660.29759084247,4632217.131312635,297593.28389053466,4634150.1176123265,5.033818488781738
436,K-35-063-1_Granit_4326_x3696_y336.png,K-35-063-1_Granit_4326,10pct,352889.66258686496,4685506.817178508,354829.69092926185,4687446.845520905,5.052157141658578
437,K-35-054-3_Yambol_x2352_y3696.png,K-35-054-3_Yambol,10pct,470461.46835856105,4684930.522916968,472385.20778071496,4686854.262339122,5.009738078525818
438,K-35-075-3_x3360_y1344.png,K-35-075-3,10pct,350302.9734239774,4624450.960428117,352238.3858542961,4626386.372858436,5.040136537288315
439,K-35-074-2_x4032_y2352.png,K-35-074-2,10pct,333332.6131075827,4638409.238447572,335265.415200076,4640342.040540066,5.033338782534581
440,K-35-055-3_x1680_y1008.png,K-35-055-3,10pct,508287.3715217406,4698332.515913772,510211.0753989897,4700256.219791021,5.009645513669511
441,K-35-074-4_x3024_y2688.png,K-35-074-4,10pct,327796.70723785355,4618189.480646444,329732.28451051615,4620125.057919106,5.040565814225526
442,K-35-064-2_Radnevo_4326_x0_y0.png,K-35-064-2_Radnevo_4326,10pct,396341.05439227645,4685841.503247644,398275.5711819911,4687776.020037359,5.037804139881852
443,K-35-077-3_x672_y3696.png,K-35-077-3,10pct,420007.316837074,4611151.084848355,421942.27578229876,4613086.04379358,5.038955586522813
444,K-35-076-4_x1344_y2016.png,K-35-076-4,10pct,402580.92022904445,4619887.904222842,404515.9616665959,4621822.945660394,5.039170410290201
445,K-35-067-4_x3024_y1008.png,K-35-067-4,10pct,535693.2933722502,4661390.592620056,537622.5978806383,4663319.897128444,5.024230490594164
446,K-35-053-2_x0_y2016.png,K-35-053-2,10pct,438245.581443574,4712022.579685215,440166.5675266809,4713943.565768322,5.002567924757538
447,K-35-066-3_x2352_y0.png,K-35-066-3,10pct,470278.77021466166,4666428.514674036,472208.0793029599,4668357.823762334,5.024242417443323
448,K-35-075-2_x1008_y1344.png,K-35-075-2,10pct,359631.0907647415,4642516.564640443,361563.5858125935,4644449.059688295,5.032539187114708
449,K-35-074-1_x4032_y0.png,K-35-074-1,10pct,312573.92771314894,4650822.124447172,314506.9140128411,4652755.110746863,5.033818488781738
450,K-35-063-4_Skobelevo_4326_x2688_y2352.png,K-35-063-4_Skobelevo_4326,10pct,368133.8401784952,4656291.756824469,370074.6984126993,4658232.615058674,5.0543183182397415
451,K-35-066-2_x4032_y3024.png,K-35-066-2,10pct,499448.91365594516,4669675.240299436,501375.4204215965,4671601.747065088,5.016944702217036
452,K-35-066-2_x2688_y336.png,K-35-066-2,10pct,492706.13997616543,4683160.787658996,494632.6467418168,4685087.294424647,5.016944702217036
453,K-35-076-2_x2352_y2016.png,K-35-076-2,10pct,407912.29513411375,4638410.511891757,409844.5649457658,4640342.781703409,5.031952634510465
454,K-35-077-1_x2016_y2016.png,K-35-077-1,10pct,426980.2044888802,4638138.959969945,428912.39235517336,4640071.147836238,5.031739235138502
455,K-35-054-1_Straldzha_4326_x2352_y1008.png,K-35-054-1_Straldzha_4326,10pct,470458.8522384137,4716996.293359433,472382.41031757713,4718919.851438597,5.009265831154759
456,K-35-077-1_x1680_y2016.png,K-35-077-1,10pct,425289.5401058736,4638138.959969945,427221.7279721668,4640071.147836238,5.031739235138502
457,K-35-042-3_x336_y2352.png,K-35-042-3,10pct,460575.1607873903,4728718.029770801,462493.30805273104,4730636.177036142,4.995175170158139
458,K-35-074-4_x1008_y0.png,K-35-074-4,10pct,317634.92655637476,4631738.521555082,319570.50382903736,4633674.098827745,5.040565814225526
459,K-35-053-1_x672_y1008.png,K-35-053-1,10pct,421065.3894111596,4717277.016217809,422986.4353577878,4719198.062164437,5.002723819344283
460,K-35-053-2_x0_y2688.png,K-35-053-2,10pct,438245.581443574,4708660.854039777,440166.5675266809,4710581.840122884,5.002567924757538
461,K-35-052-2_x672_y0.png,K-35-052-2,10pct,400523.3647058322,4722592.341023174,402444.4904191826,4724513.466736524,5.002931545183249
462,K-35-053-1_x0_y3696.png,K-35-053-1,10pct,417703.5590045603,4703829.694591411,419624.6049511885,4705750.740538039,5.002723819344283
463,K-35-055-2_x1344_y336.png,K-35-055-2,10pct,527060.0800311853,4720301.960227952,528981.0215557404,4722222.901752507,5.002451886862218
464,K-35-077-3_x2688_y1680.png,K-35-077-3,10pct,430165.85129950393,4621309.619310784,432100.8102447287,4623244.578256009,5.038955586522813
465,K-35-055-1_x672_y2352.png,K-35-055-1,10pct,503232.76911376114,4710126.361574783,505153.6870889849,4712047.279550007,5.002390560478489
466,K-35-067-4_x672_y1344.png,K-35-067-4,10pct,523876.303258373,4659702.451175217,525805.6077667611,4661631.755683605,5.024230490594012
467,K-35-053-1_x1344_y1680.png,K-35-053-1,10pct,424427.219817759,4713915.1858112095,426348.2657643872,4715836.231757837,5.002723819344283
468,K-35-067-2_x2352_y3696.png,K-35-067-2,10pct,532245.7363635196,4666420.951903115,534172.258879692,4668347.474419287,5.016985719198904
469,K-35-052-3_x2016_y672.png,K-35-052-3,10pct,386393.28818723426,4701048.187555032,388317.3087742928,4702972.208142091,5.0104702787983415
470,K-35-054-2_Atolov_4326_x672_y1680.png,K-35-054-2_Atolov_4326,20pct,482637.3060138802,4713487.4435014855,484559.1266639615,4715409.264151567,5.00474127625345
471,K-35-056-3_x1008_y2688.png,K-35-056-3,20pct,545983.1134460488,4690157.853125694,547906.8881633924,4692081.627843038,5.009829993082349
472,K-35-077-4_x2016_y2688.png,K-35-077-4,20pct,447592.02200013463,4616019.39111044,449526.919036122,4617954.288146427,5.038794364550388
473,K-35-066-4_x2016_y2352.png,K-35-066-4,20pct,489295.2434155597,4654520.912010874,491224.5320314786,4656450.200626792,5.02418910395545
474,K-35-054-1_Straldzha_4326_x2016_y1344.png,K-35-054-1_Straldzha_4326,20pct,468775.7389191457,4715313.180040166,470699.29699830915,4717236.738119329,5.009265831154759
475,K-35-067-4_x2688_y1680.png,K-35-067-4,20pct,534005.1519274105,4658014.309730377,535934.4564357987,4659943.614238765,5.024230490594164
476,K-35-055-2_x3024_y3024.png,K-35-055-2,20pct,535464.1992011137,4706855.369556067,537385.1407256688,4708776.311080622,5.002451886862218
477,K-35-064-1_Sredets_4326_x2352_y1344.png,K-35-064-1_Sredets_4326,20pct,387493.811361696,4679457.6108450955,389430.17883214855,4681393.978315548,5.042623620970214
478,K-35-042-3_x2688_y3024.png,K-35-042-3,20pct,472323.8127876023,4725361.272056455,474241.96005294303,4727279.419321796,4.995175170158139
479,K-35-065-3_Glavan_4326_x3024_y1344.png,K-35-065-3_Glavan_4326,20pct,432073.8766227535,4660225.832675415,434009.3340900294,4662161.290142691,5.040253821031001
480,K-35-077-4_x3360_y672.png,K-35-077-4,20pct,454364.1616260903,4626177.600549374,456299.05866207764,4628112.497585361,5.038794364550388
481,K-35-075-4_x3024_y336.png,K-35-075-4,20pct,369422.046550002,4629078.41555034,371357.3147279812,4631013.68372832,5.039760880154215
482,K-35-050-4_x2352_y3696.png,K-35-050-4,20pct,326287.38293273916,4687255.07178991,328211.82481588854,4689179.51367306,5.0115674040348495
483,K-35-074-4_x1008_y336.png,K-35-074-4,20pct,317634.92655637476,4630044.891441502,319570.50382903736,4631980.468714165,5.040565814225526
484,K-35-054-1_Straldzha_4326_x2688_y3696.png,K-35-054-1_Straldzha_4326,20pct,472141.9655576817,4703531.386805289,474065.5236368451,4705454.944884453,5.009265831154759
485,K-35-054-4_Voynika_x3024_y1344.png,K-35-054-4_Voynika,20pct,494424.174480324,4696622.684615674,496347.89370314474,4698546.403838495,5.0096854760956075
486,K-35-067-4_x2016_y1344.png,K-35-067-4,20pct,530628.8690377313,4659702.451175217,532558.1735461195,4661631.755683605,5.024230490594164
487,K-35-066-1_x3696_y2352.png,K-35-066-1,20pct,477112.80858639727,4673137.265525284,479039.3356878039,4675063.792626691,5.016997659913159
488,K-35-067-1_x2016_y3360.png,K-35-067-1,20pct,509985.20807604055,4668016.301160155,511911.69225748203,4669942.785341596,5.016885889170529
489,K-35-052-3_x1680_y672.png,K-35-052-3,20pct,384709.77017355803,4701048.187555032,386633.7907606166,4702972.208142091,5.0104702787983415
490,K-35-054-3_Yambol_x672_y0.png,K-35-054-3_Yambol,20pct,462045.10838663764,4703446.5148551995,463968.84780879156,4705370.254277353,5.009738078525818
491,K-35-074-2_x0_y2352.png,K-35-074-2,20pct,313038.19113640324,4638409.238447572,314970.9932288965,4640342.040540066,5.033338782534581
492,K-35-065-4_x3360_y3024.png,K-35-065-4,20pct,454638.75079221,4651386.066153187,456568.10066095076,4653315.416021928,5.024348616512422
493,K-35-075-3_x2016_y336.png,K-35-075-3,20pct,343529.029917862,4629531.418057703,345464.4423481807,4631466.830488022,5.040136537288315
494,K-35-051-4_x1344_y2688.png,K-35-051-4,20pct,362429.6132101878,4691339.836246294,364353.75418542867,4693263.977221535,5.010783789689715
495,K-35-075-4_x336_y0.png,K-35-075-4,20pct,355875.16930414765,4630771.775206071,357810.4374821269,4632707.043384051,5.039760880154215
496,K-35-076-1_x0_y1008.png,K-35-076-1,20pct,375317.85103313136,4643814.896753612,377250.2232380006,4645747.268958481,5.032219283513617
497,K-35-077-4_x1680_y336.png,K-35-077-4,20pct,445898.98709364573,4627870.635455863,447833.8841296331,4629805.53249185,5.038794364550388
498,K-35-064-2_Radnevo_4326_x1008_y3696.png,K-35-064-2_Radnevo_4326,20pct,401419.1609652774,4667221.779146641,403353.67775499204,4669156.295936355,5.037804139881852
499,K-35-074-4_x2688_y0.png,K-35-074-4,20pct,326103.07712427375,4631738.521555082,328038.65439693636,4633674.098827745,5.040565814225526
500,K-35-077-4_x3360_y336.png,K-35-077-4,20pct,454364.1616260903,4627870.635455863,456299.05866207764,4629805.53249185,5.038794364550388
501,K-35-076-1_x336_y672.png,K-35-076-1,20pct,377008.67671239196,4645505.722432872,378941.0489172612,4647438.094637741,5.032219283513617
502,K-35-067-4_x4032_y3696.png,K-35-067-4,20pct,540757.7177067689,4647885.461061339,542687.022215157,4649814.765569727,5.024230490594164
503,K-35-066-1_x2352_y2352.png,K-35-066-1,20pct,470369.96373147395,4673137.265525284,472296.4908328806,4675063.792626691,5.016997659913159
504,K-35-054-1_Straldzha_4326_x0_y1008.png,K-35-054-1_Straldzha_4326,20pct,458677.05900353775,4716996.293359433,460600.6170827012,4718919.851438597,5.009265831154759
505,K-35-064-4_Galabovo_4326_x2352_y0.png,K-35-064-4_Galabovo_4326,20pct,407937.0358785286,4667332.287628843,409874.3068582258,4669269.55860854,5.044976509628062
506,K-35-074-2_x1680_y2352.png,K-35-074-2,20pct,321494.20029106137,4638409.238447572,323427.00238355465,4640342.040540066,5.033338782534581
507,K-35-052-3_x672_y0.png,K-35-052-3,20pct,379659.2161325294,4704415.223582384,381583.23671958793,4706339.244169443,5.0104702787983415
508,K-35-074-1_x672_y1680.png,K-35-074-1,20pct,295660.29759084247,4642365.309386019,297593.28389053466,4644298.29568571,5.033818488781738
509,K-35-052-3_x0_y336.png,K-35-052-3,20pct,376292.1801051769,4702731.705568708,378216.2006922355,4704655.726155766,5.0104702787983415
510,K-35-065-1_Radetski_4326_x3360_y1008.png,K-35-065-1_Radetski_4326,20pct,433959.0689285263,4680435.665058857,435891.77269026445,4682368.368820595,5.0330827128597475
511,K-35-066-3_x0_y1680.png,K-35-066-3,20pct,458461.75204883504,4657987.787412731,460391.0611371333,4659917.096501029,5.024242417443323
512,K-35-077-2_x3360_y0.png,K-35-077-2,20pct,454501.2113122387,4648071.415511685,456433.33767959103,4650003.541879037,5.031579081646669
513,K-35-076-1_x3696_y2016.png,K-35-076-1,20pct,393916.93350499764,4638742.41971583,395849.30570986687,4640674.791920699,5.032219283513617
514,K-35-055-4_x2016_y0.png,K-35-055-4,20pct,530490.9790220066,4703472.986728103,532414.7138536976,4705396.721559794,5.0097261241953674
515,K-35-062-4_Asenovgrad_4326_x0_y2352.png,K-35-062-4_Asenovgrad_4326,20pct,313021.8214443447,4657359.487883164,314966.4065482367,4659304.072987055,5.064023708051991
516,K-35-053-1_x4032_y2352.png,K-35-053-1,20pct,437874.54144415644,4710553.355404611,439795.58739078464,4712474.401351239,5.002723819344283
517,K-35-065-3_Glavan_4326_x0_y3024.png,K-35-065-3_Glavan_4326,20pct,416832.1490679559,4651758.206256083,418767.6065352318,4653693.663723359,5.040253821031001
518,K-35-066-2_x672_y3024.png,K-35-066-2,20pct,482591.97945649584,4669675.240299436,484518.4862221472,4671601.747065088,5.016944702217036
519,K-35-075-2_x2688_y0.png,K-35-075-2,20pct,368085.7565990942,4649280.297307925,370018.25164694624,4651212.792355778,5.032539187114708
520,K-35-055-4_x2352_y2352.png,K-35-055-4,20pct,532174.2469997363,4691690.110883995,534097.9818314273,4693613.845715686,5.0097261241953674
521,K-35-042-3_x2688_y1344.png,K-35-042-3,20pct,472323.8127876023,4733753.166342321,474241.96005294303,4735671.313607662,4.995175170158139
522,K-35-065-3_Glavan_4326_x3360_y3024.png,K-35-065-3_Glavan_4326,20pct,433767.4019066199,4651758.206256083,435702.8593738958,4653693.663723359,5.040253821031001
523,K-35-074-4_x1680_y3024.png,K-35-074-4,20pct,321022.18678353436,4616495.850532863,322957.76405619696,4618431.427805526,5.040565814225526
524,K-35-066-4_x4032_y1680.png,K-35-066-4,20pct,499424.0086491339,4657897.167088732,501353.2972650528,4659826.455704651,5.02418910395545
525,K-35-067-2_x336_y672.png,K-35-067-2,20pct,522131.49315361475,4681592.316717972,524058.0156697871,4683518.839234144,5.016985719198904
526,K-35-055-2_x0_y336.png,K-35-055-2,20pct,520336.78469524265,4720301.960227952,522257.7262197977,4722222.901752507,5.002451886862066
527,K-35-051-4_x2688_y3024.png,K-35-051-4,20pct,369164.10662353074,4689656.212892959,371088.2475987716,4691580.3538681995,5.010783789689715
528,K-35-075-1_x3024_y1344.png,K-35-075-1,20pct,349017.94619537087,4642969.482215737,350950.5845382231,4644902.120558589,5.032912351177704
529,K-35-064-4_Galabovo_4326_x336_y0.png,K-35-064-4_Galabovo_4326,20pct,397766.36323511857,4667332.287628843,399703.63421481574,4669269.55860854,5.044976509628062
530,K-35-067-4_x2688_y3024.png,K-35-067-4,20pct,534005.1519274105,4651261.743951018,535934.4564357987,4653191.048459406,5.024230490594164
531,K-35-075-2_x2016_y1680.png,K-35-075-2,20pct,364703.8902653531,4640825.631473573,366636.38531320513,4642758.126521425,5.032539187114708
532,K-35-065-1_Radetski_4326_x0_y1008.png,K-35-065-1_Radetski_4326,20pct,417047.9110133175,4680435.665058857,418980.61477505567,4682368.368820595,5.0330827128597475
533,K-35-074-1_x0_y2016.png,K-35-074-1,20pct,292277.57156638114,4640673.946373788,294210.55786607333,4642606.932673479,5.033818488781738
534,K-35-077-4_x3360_y1680.png,K-35-077-4,20pct,454364.1616260903,4621098.495829907,456299.05866207764,4623033.392865894,5.038794364550388
535,K-35-042-3_x3360_y2352.png,K-35-042-3,20pct,475680.5705019486,4728718.029770801,477598.7177672893,4730636.177036142,4.995175170158139
536,K-35-077-3_x4032_y2016.png,K-35-077-3,20pct,436938.20760779054,4619616.530233713,438873.1665530153,4621551.489178938,5.038955586522813
537,K-35-054-4_Voynika_x2352_y1008.png,K-35-054-4_Voynika,20pct,491057.6658403878,4698305.938935643,492981.3850632085,4700229.658158463,5.0096854760956075
538,K-35-076-4_x1680_y1008.png,K-35-076-4,20pct,404274.08148690197,4624967.387996415,406209.1229244534,4626902.429433966,5.039170410290201
539,K-35-052-3_x2352_y1680.png,K-35-052-3,20pct,388076.8062009105,4695997.633514003,390000.82678796904,4697921.654101062,5.0104702787983415
540,K-35-076-4_x3696_y336.png,K-35-076-4,20pct,414433.0490340469,4628353.71051213,416368.0904715983,4630288.751949681,5.039170410290201
541,K-35-063-4_Skobelevo_4326_x3360_y1680.png,K-35-063-4_Skobelevo_4326,20pct,371530.34208835236,4659688.258734326,373471.2003225564,4661629.11696853,5.0543183182397415
542,K-35-064-4_Galabovo_4326_x1344_y1008.png,K-35-064-4_Galabovo_4326,20pct,402851.6995568236,4662246.951307138,404788.97053652076,4664184.222286835,5.044976509628062
543,K-35-077-4_x1344_y3024.png,K-35-077-4,20pct,444205.9521871568,4614326.356203951,446140.8492231442,4616261.253239938,5.038794364550388
544,K-35-063-1_Granit_4326_x672_y2688.png,K-35-063-1_Granit_4326,20pct,337611.9393904892,4673624.143581327,339551.9677328861,4675564.171923724,5.052157141658578
545,K-35-065-2_GManastir_4326_x3360_y672.png,K-35-065-2_GManastir_4326,20pct,454649.5767182213,4681858.27631354,456580.46328690095,4683789.162882219,5.028350439269919
546,K-35-074-1_x3024_y1008.png,K-35-074-1,20pct,307499.838676457,4645748.03541048,309432.8249761492,4647681.021710171,5.033818488781738
547,K-35-063-3_Tatarevo_4326_x1008_y3024.png,K-35-063-3_Tatarevo_4326,20pct,338884.7499718614,4653395.44704169,340827.4730799556,4655338.170149785,5.059174760661942
548,K-35-065-3_Glavan_4326_x3024_y3024.png,K-35-065-3_Glavan_4326,20pct,432073.8766227535,4651758.206256083,434009.3340900294,4653693.663723359,5.040253821031001
549,K-35-074-2_x336_y1008.png,K-35-074-2,20pct,314729.3929673349,4645174.045771299,316662.19505982817,4647106.847863792,5.033338782534581
550,K-35-067-3_x3696_y2352.png,K-35-067-3,20pct,518440.284188029,4654547.671163368,520369.5430063129,4656476.929981652,5.024111505947682
551,K-35-065-1_Radetski_4326_x336_y1344.png,K-35-065-1_Radetski_4326,20pct,418739.0268048384,4678744.549267336,420671.73056657653,4680677.253029074,5.0330827128597475
